Anno;Provincia produttore;Regione;Codice EER;Pericoloso;Descrizione EER;Quantita;Unita di misura
2025;VI;Veneto;010101;NP;rifiuti da estrazione di minerali metalliferi;8670;kg
2025;VR;Veneto;010101;NP;rifiuti da estrazione di minerali metalliferi;2000;kg
2025;AL;Piemonte;010102;NP;rifiuti da estrazione di minerali non metalliferi;8600240;kg
2025;NA;Campania;010102;NP;rifiuti da estrazione di minerali non metalliferi;100;l
2025;RM;Lazio;010102;NP;rifiuti da estrazione di minerali non metalliferi;10;kg
2025;TA;Puglia;010102;NP;rifiuti da estrazione di minerali non metalliferi;7731780;kg
2025;VA;Lombardia;010102;NP;rifiuti da estrazione di minerali non metalliferi;5000;kg
2025;VE;Veneto;010102;NP;rifiuti da estrazione di minerali non metalliferi;22860;kg
2025;BG;Lombardia;010304;P;sterili che possono generare acido prodotti dalla lavorazione di minerale solforoso;1130;kg
2025;MI;Lombardia;010304;P;sterili che possono generare acido prodotti dalla lavorazione di minerale solforoso;5;kg
2025;PE;Abruzzo;010304;P;sterili che possono generare acido prodotti dalla lavorazione di minerale solforoso;1538;kg
2025;SP;Liguria;010304;P;sterili che possono generare acido prodotti dalla lavorazione di minerale solforoso;18031;kg
2025;CA;Sardegna;010305;P;altri sterili contenenti sostanze pericolose;3;kg
2025;FG;Puglia;010305;P;altri sterili contenenti sostanze pericolose;20;kg
2025;PI;Toscana;010305;P;altri sterili contenenti sostanze pericolose;1980;l
2025;RM;Lazio;010305;P;altri sterili contenenti sostanze pericolose;280;kg
2025;TO;Piemonte;010305;P;altri sterili contenenti sostanze pericolose;5556;kg
2025;AV;Campania;010306;NP;sterili diversi da quelli di cui alle voci 01 03 04 e 01 03 05;10;kg
2025;MO;Emilia Romagna;010306;NP;sterili diversi da quelli di cui alle voci 01 03 04 e 01 03 05;3000;kg
2025;NA;Campania;010306;NP;sterili diversi da quelli di cui alle voci 01 03 04 e 01 03 05;232;kg
2025;RM;Lazio;010306;NP;sterili diversi da quelli di cui alle voci 01 03 04 e 01 03 05;30;kg
2025;TA;Puglia;010306;NP;sterili diversi da quelli di cui alle voci 01 03 04 e 01 03 05;54;kg
2025;CS;Calabria;010307;P;altri rifiuti contenenti sostanze pericolose prodotti da trattamenti chimici e fisici di minerali metalliferi;120;kg
2025;FI;Toscana;010307;P;altri rifiuti contenenti sostanze pericolose prodotti da trattamenti chimici e fisici di minerali metalliferi;42920;kg
2025;TO;Piemonte;010307;P;altri rifiuti contenenti sostanze pericolose prodotti da trattamenti chimici e fisici di minerali metalliferi;0;kg
2025;VI;Veneto;010307;P;altri rifiuti contenenti sostanze pericolose prodotti da trattamenti chimici e fisici di minerali metalliferi;1200;kg
2025;AP;Marche;010308;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 03 07;6;kg
2025;AP;Marche;010308;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 03 07;129;l
2025;BS;Lombardia;010308;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 03 07;502;kg
2025;CE;Campania;010308;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 03 07;24000;kg
2025;EN;Sicilia;010308;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 03 07;9240;kg
2025;GR;Toscana;010308;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 03 07;6628182;kg
2025;NA;Campania;010308;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 03 07;20;kg
2025;PV;Lombardia;010308;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 03 07;5420;kg
2025;TO;Piemonte;010308;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 03 07;300;kg
2025;VE;Veneto;010308;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 03 07;2092680;kg
2025;VI;Veneto;010308;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 03 07;380;kg
2025;LE;Puglia;010309;NP;fanghi rossi derivanti dalla produzione di allumina, diversi da quelli di cui alla voce 01 03 10;10;kg
2025;PA;Sicilia;010310;P;fanghi rossi derivanti dalla produzione di allumina contenenti sostanze pericolose, diversi da quelli di cui alla voce 01 03 07;1660;kg
2025;AN;Marche;010399;NP;rifiuti non specificati altrimenti;300;kg
2025;BA;Puglia;010399;NP;rifiuti non specificati altrimenti;46;kg
2025;CS;Calabria;010399;NP;rifiuti non specificati altrimenti;17040;kg
2025;MB;Lombardia;010399;NP;rifiuti non specificati altrimenti;5000;kg
2025;MI;Lombardia;010399;NP;rifiuti non specificati altrimenti;80;l
2025;AL;Piemonte;010407;P;rifiuti contenenti sostanze pericolose, prodotti da trattamenti chimici e fisici di minerali non metalliferi;234;kg
2025;CS;Calabria;010407;P;rifiuti contenenti sostanze pericolose, prodotti da trattamenti chimici e fisici di minerali non metalliferi;389;kg
2025;FR;Lazio;010407;P;rifiuti contenenti sostanze pericolose, prodotti da trattamenti chimici e fisici di minerali non metalliferi;215672;kg
2025;MB;Lombardia;010407;P;rifiuti contenenti sostanze pericolose, prodotti da trattamenti chimici e fisici di minerali non metalliferi;3908;kg
2025;MC;Marche;010407;P;rifiuti contenenti sostanze pericolose, prodotti da trattamenti chimici e fisici di minerali non metalliferi;50;kg
2025;MI;Lombardia;010407;P;rifiuti contenenti sostanze pericolose, prodotti da trattamenti chimici e fisici di minerali non metalliferi;7833;kg
2025;MS;Toscana;010407;P;rifiuti contenenti sostanze pericolose, prodotti da trattamenti chimici e fisici di minerali non metalliferi;1224;kg
2025;PC;Emilia Romagna;010407;P;rifiuti contenenti sostanze pericolose, prodotti da trattamenti chimici e fisici di minerali non metalliferi;221160;kg
2025;PD;Veneto;010407;P;rifiuti contenenti sostanze pericolose, prodotti da trattamenti chimici e fisici di minerali non metalliferi;133220;kg
2025;RO;Veneto;010407;P;rifiuti contenenti sostanze pericolose, prodotti da trattamenti chimici e fisici di minerali non metalliferi;80250;kg
2025;TV;Veneto;010407;P;rifiuti contenenti sostanze pericolose, prodotti da trattamenti chimici e fisici di minerali non metalliferi;6911;kg
2025;VE;Veneto;010407;P;rifiuti contenenti sostanze pericolose, prodotti da trattamenti chimici e fisici di minerali non metalliferi;9262;kg
2025;VR;Veneto;010407;P;rifiuti contenenti sostanze pericolose, prodotti da trattamenti chimici e fisici di minerali non metalliferi;23940;kg
2025;AG;Sicilia;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;38900;kg
2025;AN;Marche;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;5000;kg
2025;AT;Piemonte;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;7440;kg
2025;BA;Puglia;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;109850;kg
2025;BG;Lombardia;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;3512370;kg
2025;BS;Lombardia;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;60;kg
2025;CH;Abruzzo;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;13000;kg
2025;FG;Puglia;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;72;kg
2025;FI;Toscana;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;200;kg
2025;GE;Liguria;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;520;kg
2025;LT;Lazio;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;1533660;kg
2025;MI;Lombardia;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;2895;kg
2025;NO;Piemonte;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;201380;kg
2025;PN;Friuli Venezia Giulia;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;485680;kg
2025;RA;Emilia Romagna;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;60920;kg
2025;RG;Sicilia;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;19;kg
2025;RM;Lazio;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;11240;kg
2025;SI;Toscana;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;1620;kg
2025;TO;Piemonte;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;600;kg
2025;TV;Veneto;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;666200;kg
2025;UD;Friuli Venezia Giulia;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;83220;kg
2025;VC;Piemonte;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;30000;kg
2025;VE;Veneto;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;592000;kg
2025;VI;Veneto;010408;NP;scarti di ghiaia e pietrisco, diversi da quelli di cui alla voce 01 04 07;27480;kg
2025;BZ;Trentino Alto Adige;010409;NP;scarti di sabbia e argilla;10580;kg
2025;CE;Campania;010409;NP;scarti di sabbia e argilla;8060;kg
2025;CH;Abruzzo;010409;NP;scarti di sabbia e argilla;6000;kg
2025;CZ;Calabria;010409;NP;scarti di sabbia e argilla;50400;kg
2025;FG;Puglia;010409;NP;scarti di sabbia e argilla;126;kg
2025;FI;Toscana;010409;NP;scarti di sabbia e argilla;291;kg
2025;GE;Liguria;010409;NP;scarti di sabbia e argilla;800;kg
2025;IM;Liguria;010409;NP;scarti di sabbia e argilla;20100;kg
2025;KR;Calabria;010409;NP;scarti di sabbia e argilla;150000;kg
2025;MI;Lombardia;010409;NP;scarti di sabbia e argilla;3700;kg
2025;RM;Lazio;010409;NP;scarti di sabbia e argilla;450;kg
2025;TO;Piemonte;010409;NP;scarti di sabbia e argilla;1700730;kg
2025;TV;Veneto;010409;NP;scarti di sabbia e argilla;320;kg
2025;UD;Friuli Venezia Giulia;010409;NP;scarti di sabbia e argilla;292;kg
2025;AN;Marche;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;525710;kg
2025;AP;Marche;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;200;kg
2025;BA;Puglia;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;34900;kg
2025;BN;Campania;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;141960;kg
2025;BZ;Trentino Alto Adige;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;62840;kg
2025;CN;Piemonte;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;113720;kg
2025;CT;Sicilia;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;6160;kg
2025;CZ;Calabria;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;29000;kg
2025;FG;Puglia;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;405500;kg
2025;FR;Lazio;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;69700;kg
2025;LI;Toscana;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;52980;kg
2025;LU;Toscana;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;861;kg
2025;MC;Marche;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;1380;kg
2025;MS;Toscana;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;12200;kg
2025;NA;Campania;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;37846;kg
2025;PA;Sicilia;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;215320;kg
2025;PI;Toscana;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;3000;kg
2025;PT;Toscana;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;9228;kg
2025;RN;Emilia Romagna;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;15360;kg
2025;RO;Veneto;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;790;kg
2025;SA;Campania;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;29000;kg
2025;SI;Toscana;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;323850;kg
2025;TO;Piemonte;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;1132690;kg
2025;TO;Piemonte;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;607000;l
2025;TP;Sicilia;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;2139055;kg
2025;VA;Lombardia;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;50;kg
2025;VI;Veneto;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;302850;kg
2025;VR;Veneto;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;1615740;kg
2025;VR;Veneto;010410;NP;polveri e residui affini, diversi da quelli di cui alla voce 01 04 07;40000;l
2025;BZ;Trentino Alto Adige;010411;NP;rifiuti della lavorazione di potassa e salgemma, diversi da quelli di cui alla voce 01 04 07;30500;kg
2025;PI;Toscana;010411;NP;rifiuti della lavorazione di potassa e salgemma, diversi da quelli di cui alla voce 01 04 07;8094285;kg
2025;AN;Marche;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;118800;kg
2025;BS;Lombardia;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;86740;kg
2025;BZ;Trentino Alto Adige;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;38972970;kg
2025;CN;Piemonte;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;15000;kg
2025;CS;Calabria;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;118910;kg
2025;CS;Calabria;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;221500;l
2025;FI;Toscana;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;9000;kg
2025;FM;Marche;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;1688700;kg
2025;IM;Liguria;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;164030;kg
2025;IS;Molise;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;9310380;kg
2025;LU;Toscana;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;51700;kg
2025;MS;Toscana;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;3000;kg
2025;PG;Umbria;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;34227650;kg
2025;RI;Lazio;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;1900;kg
2025;SO;Lombardia;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;75000;kg
2025;TN;Trentino Alto Adige;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;74417638;kg
2025;TN;Trentino Alto Adige;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;6142000;l
2025;TO;Piemonte;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;4878360;kg
2025;TV;Veneto;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;2504000;kg
2025;VB;Piemonte;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;31500;kg
2025;VE;Veneto;010412;NP;sterili ed altri residui del lavaggio e della pulitura di minerali, diversi da quelli di cui alle voci 0104 07 e 01 04 11;11620;kg
2025;AG;Sicilia;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;12000;kg
2025;AL;Piemonte;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;120;kg
2025;AN;Marche;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;1013679;kg
2025;AP;Marche;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;636150;kg
2025;AQ;Abruzzo;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;302040;kg
2025;AR;Toscana;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;109420;kg
2025;AT;Piemonte;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;2106010;kg
2025;AV;Campania;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;30140;kg
2025;AV;Campania;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;170000;l
2025;BA;Puglia;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;611687;kg
2025;BG;Lombardia;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;10694217;kg
2025;BI;Piemonte;010413;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;67000;kg
